Lead_ID,Age,Budget,Location,Property_Type,Inquiry_Type,Time_Spent_on_Site,Number_of_Visits,Contacted,Converted
7288,59,2174811,Pune,2BHK,Buy,4,9,1,0
7289,33,8257137,Pune,1BHK,Rent,3,1,1,0
7290,23,8920881,Delhi,2BHK,Buy,22,7,1,1
7291,40,5361344,Delhi,3BHK,Buy,10,8,0,0
7292,51,14473723,Bangalore,3BHK,Rent,27,9,0,1
7293,25,4982402,Delhi,2BHK,Buy,25,7,0,0
7294,44,4457806,Pune,2BHK,Buy,4,9,1,0
7295,53,7866419,Delhi,1BHK,Buy,18,3,0,0
7296,28,13156500,Mumbai,1BHK,Buy,11,1,0,0
7297,44,7533198,Mumbai,3BHK,Buy,19,2,1,0
7298,40,10387926,Bangalore,2BHK,Rent,19,1,1,0
7299,36,7642957,Pune,3BHK,Buy,18,2,0,0
7300,32,11017545,Delhi,2BHK,Buy,13,9,0,1
7301,33,2575607,Bangalore,3BHK,Rent,25,5,1,0
7302,59,12139272,Bangalore,3BHK,Buy,4,4,1,0
7303,45,4514731,Delhi,3BHK,Rent,3,2,1,0
7304,52,11525030,Bangalore,2BHK,Rent,16,3,1,0
7305,44,12656132,Pune,1BHK,Buy,14,9,0,1
7306,29,6249112,Delhi,1BHK,Buy,10,3,0,0
7307,43,2923447,Mumbai,2BHK,Rent,6,8,1,0
7308,33,9551209,Mumbai,1BHK,Buy,8,1,1,0
7309,52,4664056,Delhi,3BHK,Rent,27,5,0,0
7310,35,6953407,Bangalore,2BHK,Buy,24,2,0,0
7311,56,8447815,Bangalore,2BHK,Buy,16,4,0,1
7312,25,8980787,Mumbai,1BHK,Rent,10,2,0,0
7313,42,10444760,Mumbai,1BHK,Rent,22,3,1,0
7314,36,2042351,Pune,3BHK,Rent,21,5,0,0
7315,30,14040267,Bangalore,2BHK,Rent,27,2,1,0
7316,44,2227977,Pune,1BHK,Rent,7,9,1,0
7317,38,14643528,Mumbai,2BHK,Rent,19,8,0,1
7318,38,10106813,Mumbai,3BHK,Rent,28,5,1,1
7319,27,9495001,Mumbai,3BHK,Rent,26,1,1,0
7320,24,14491994,Mumbai,3BHK,Rent,18,5,1,1
7321,46,5640379,Pune,2BHK,Rent,13,4,1,1
7322,25,5791838,Mumbai,2BHK,Buy,8,9,0,0
7323,36,5951210,Delhi,2BHK,Buy,27,2,0,0
7324,55,7489189,Bangalore,2BHK,Rent,28,7,0,1
7325,46,4380421,Mumbai,2BHK,Buy,14,2,1,0
7326,38,12973070,Bangalore,3BHK,Rent,9,3,1,0
7327,49,8735068,Mumbai,3BHK,Buy,12,3,0,0
7328,43,6607916,Pune,3BHK,Buy,6,8,1,0
7329,34,12840565,Bangalore,1BHK,Buy,20,2,0,0
7330,35,4878596,Pune,3BHK,Buy,22,1,0,0
7331,53,4614093,Mumbai,2BHK,Buy,28,6,1,0
7332,45,2612404,Delhi,3BHK,Rent,23,6,0,0
7333,41,10507841,Delhi,1BHK,Buy,12,1,1,0
7334,37,12393661,Delhi,1BHK,Buy,24,5,0,1
7335,43,13951126,Delhi,1BHK,Rent,19,9,1,1
7336,37,14450611,Delhi,1BHK,Buy,12,5,1,1
7337,34,10402477,Pune,1BHK,Buy,22,7,0,1
7338,49,2586455,Delhi,2BHK,Buy,26,6,0,0
7339,40,3292334,Mumbai,3BHK,Buy,22,4,1,0
7340,50,5320627,Pune,2BHK,Buy,26,2,1,0
7341,39,12737296,Pune,2BHK,Buy,7,5,1,0
7342,59,14384344,Delhi,1BHK,Buy,15,9,1,1
7343,33,13031725,Bangalore,3BHK,Rent,16,3,0,0
7344,38,6615743,Mumbai,3BHK,Rent,4,3,0,0
7345,43,10811638,Pune,3BHK,Rent,6,7,1,0
7346,53,12611422,Mumbai,1BHK,Buy,16,2,1,0
7347,59,12962587,Bangalore,2BHK,Buy,15,8,1,1
7348,38,12922161,Pune,3BHK,Rent,2,7,0,0
7349,29,9305023,Mumbai,2BHK,Rent,24,8,0,1
7350,53,5221403,Delhi,3BHK,Rent,3,6,1,0
7351,52,14363093,Pune,3BHK,Buy,15,5,1,1
7352,37,4677636,Pune,3BHK,Rent,25,4,1,0
7353,39,10278453,Pune,3BHK,Buy,8,8,0,0
7354,47,12409387,Pune,1BHK,Rent,12,2,0,0
7355,26,10221097,Delhi,1BHK,Rent,22,6,1,1
7356,55,14239815,Bangalore,2BHK,Buy,26,6,1,1
7357,57,2607612,Bangalore,1BHK,Buy,2,5,1,0
7358,54,7908187,Mumbai,3BHK,Buy,15,2,0,0
7359,40,11911480,Delhi,2BHK,Buy,8,5,1,0
7360,45,8639150,Delhi,2BHK,Buy,27,3,1,0
7361,24,2866763,Mumbai,2BHK,Buy,22,7,0,0
7362,30,13698040,Delhi,3BHK,Rent,11,7,1,1
7363,30,10539032,Delhi,3BHK,Buy,17,8,0,1
7364,44,9625829,Pune,2BHK,Buy,22,9,1,1
7365,41,6762347,Pune,1BHK,Buy,29,1,0,0
7366,31,8133608,Pune,3BHK,Rent,21,4,0,1
7367,47,7865522,Delhi,3BHK,Rent,22,6,0,1
7368,36,4431284,Delhi,1BHK,Buy,29,7,1,0
7369,46,2824353,Bangalore,2BHK,Buy,1,5,1,0
7370,50,6646523,Pune,1BHK,Buy,20,6,0,1
7371,36,5619820,Mumbai,3BHK,Buy,23,1,1,0
7372,27,9124556,Delhi,2BHK,Buy,29,5,0,1
7373,36,9657351,Pune,2BHK,Buy,15,2,0,0
7374,55,9655628,Bangalore,1BHK,Rent,21,2,0,0
7375,36,14782307,Pune,3BHK,Buy,22,1,1,0
7376,32,2308293,Bangalore,3BHK,Buy,2,9,0,0
7377,55,9584997,Bangalore,2BHK,Buy,24,4,1,1
7378,41,9093727,Delhi,3BHK,Buy,10,4,1,0
7379,56,13006484,Bangalore,2BHK,Rent,20,9,0,1
7380,37,12015984,Bangalore,2BHK,Buy,6,5,1,0
7381,52,13989242,Mumbai,2BHK,Rent,3,4,1,0
7382,26,13822670,Bangalore,3BHK,Buy,25,7,1,1
7383,44,4596279,Mumbai,1BHK,Buy,13,5,0,0
7384,47,12796329,Mumbai,2BHK,Buy,24,8,1,1
7385,40,13119923,Pune,1BHK,Rent,15,3,0,0
7386,45,12702949,Pune,1BHK,Rent,6,8,0,0
7387,22,11037160,Delhi,1BHK,Buy,9,6,1,0
7388,29,3228391,Delhi,1BHK,Buy,10,9,0,0
7389,48,14563983,Delhi,1BHK,Buy,9,6,1,0
7390,58,6035876,Bangalore,2BHK,Buy,18,4,0,1
7391,23,3047697,Pune,3BHK,Buy,9,2,1,0
7392,40,14784019,Bangalore,1BHK,Buy,24,3,1,0
7393,26,11343789,Pune,3BHK,Buy,18,7,0,1
7394,59,13910262,Bangalore,3BHK,Rent,9,5,0,0
7395,53,3369693,Delhi,2BHK,Rent,5,7,0,0
7396,21,7819582,Pune,1BHK,Buy,13,7,0,1
7397,57,2418818,Pune,3BHK,Buy,12,6,0,0
7398,26,11685933,Mumbai,3BHK,Buy,9,2,1,0
7399,54,4465254,Pune,1BHK,Buy,19,5,1,0
7400,35,3034416,Pune,2BHK,Buy,20,6,0,0
7401,46,3379176,Bangalore,2BHK,Buy,1,8,0,0
7402,34,3859093,Delhi,1BHK,Rent,11,1,1,0
7403,27,6127196,Mumbai,3BHK,Rent,5,7,1,0
7404,51,12770829,Bangalore,2BHK,Rent,7,5,1,0
7405,44,2792047,Pune,2BHK,Buy,13,7,0,0
7406,51,14357851,Bangalore,3BHK,Rent,23,3,1,0
7407,49,2514004,Delhi,3BHK,Buy,6,4,0,0
7408,52,9712940,Mumbai,3BHK,Rent,13,2,0,0
7409,37,7704415,Bangalore,3BHK,Buy,6,6,0,0
7410,34,8825349,Pune,1BHK,Rent,15,5,1,1
7411,56,4994677,Bangalore,3BHK,Buy,8,1,0,0
7412,44,2019192,Pune,2BHK,Rent,11,1,1,0
7413,47,9212291,Mumbai,3BHK,Rent,10,8,0,0
7414,45,3886338,Mumbai,3BHK,Rent,9,8,1,0
7415,52,3277040,Bangalore,1BHK,Buy,4,6,1,0
7416,38,7554973,Mumbai,1BHK,Buy,14,9,0,1
7417,38,2623521,Delhi,3BHK,Buy,4,1,0,0
7418,57,13897046,Bangalore,1BHK,Buy,24,8,0,1
7419,46,11757946,Pune,1BHK,Buy,15,2,1,0
7420,29,14530151,Bangalore,1BHK,Rent,21,8,1,1
7421,55,14721533,Pune,1BHK,Buy,10,3,1,0
7422,28,2904600,Mumbai,3BHK,Buy,14,6,1,0
7423,40,12538254,Pune,1BHK,Buy,25,7,0,1
7424,42,10083365,Pune,1BHK,Rent,6,3,1,0
7425,39,2286102,Pune,2BHK,Rent,16,2,0,0
7426,50,7743809,Pune,3BHK,Rent,25,1,1,0
7427,48,11545144,Delhi,1BHK,Buy,12,5,1,1
7428,55,6157752,Pune,2BHK,Buy,28,1,0,0
7429,31,10911027,Bangalore,1BHK,Rent,4,1,0,0
7430,51,7233643,Delhi,3BHK,Buy,1,5,1,0
7431,59,6625058,Pune,2BHK,Buy,4,3,1,0
7432,56,12491593,Pune,2BHK,Buy,25,3,0,0
7433,50,3040397,Pune,3BHK,Buy,13,7,1,0
7434,43,13950938,Delhi,2BHK,Buy,7,3,1,0
7435,39,3296629,Pune,2BHK,Rent,15,2,0,0
7436,32,5115005,Pune,1BHK,Rent,6,3,0,0
7437,35,11536525,Pune,2BHK,Rent,14,4,0,1
7438,51,5872866,Mumbai,3BHK,Buy,18,9,1,1
7439,57,13104288,Bangalore,1BHK,Rent,4,2,0,0
7440,57,4991539,Pune,2BHK,Buy,1,6,0,0
7441,35,7660928,Bangalore,1BHK,Rent,29,5,0,1
7442,49,13743265,Mumbai,3BHK,Buy,3,6,1,0
7443,46,14752914,Mumbai,2BHK,Buy,13,5,0,1
7444,22,8454935,Pune,3BHK,Rent,18,6,1,1
7445,40,13276265,Bangalore,3BHK,Rent,29,4,1,1
7446,35,3852675,Delhi,2BHK,Rent,4,8,0,0
7447,24,8700707,Pune,2BHK,Buy,4,9,1,0
7448,42,9657273,Delhi,1BHK,Rent,11,7,0,1
7449,58,3052063,Mumbai,3BHK,Rent,14,1,1,0
7450,43,9571592,Mumbai,2BHK,Rent,25,5,0,1
7451,46,9135590,Bangalore,3BHK,Rent,7,7,1,0
7452,31,13267791,Delhi,2BHK,Buy,29,5,1,1
7453,48,8648561,Delhi,3BHK,Buy,3,5,1,0
7454,22,4602562,Pune,1BHK,Buy,7,5,0,0
7455,28,12046579,Bangalore,3BHK,Rent,8,5,0,0
7456,49,8399177,Bangalore,2BHK,Rent,12,5,1,1
7457,31,12818935,Delhi,1BHK,Rent,7,1,0,0
7458,57,11783545,Mumbai,1BHK,Buy,24,6,1,1
7459,38,11714109,Bangalore,2BHK,Rent,16,6,0,1
7460,34,9117753,Mumbai,1BHK,Buy,25,8,0,1
7461,30,9872789,Pune,3BHK,Rent,17,5,1,1
7462,55,2307311,Bangalore,3BHK,Buy,26,2,0,0
7463,29,5358538,Bangalore,2BHK,Buy,22,7,0,1
7464,55,3854936,Pune,3BHK,Rent,4,1,1,0
7465,31,5353321,Bangalore,2BHK,Rent,17,5,1,1
7466,32,12787503,Delhi,1BHK,Buy,18,5,0,1
7467,23,8701447,Delhi,3BHK,Buy,26,3,1,0
7468,59,5474376,Pune,2BHK,Rent,4,2,0,0
7469,34,6264991,Mumbai,3BHK,Buy,17,4,0,1
7470,48,4517172,Mumbai,1BHK,Rent,15,7,0,0
7471,31,14429890,Bangalore,1BHK,Rent,22,3,0,0
7472,59,6881923,Mumbai,3BHK,Buy,17,6,0,1
7473,45,4878237,Mumbai,1BHK,Buy,13,7,1,0
7474,41,7853452,Pune,2BHK,Rent,25,2,1,0
7475,30,6279531,Mumbai,3BHK,Buy,26,3,0,0
7476,35,10486164,Mumbai,3BHK,Buy,3,9,0,0
7477,39,6762152,Mumbai,1BHK,Rent,12,1,1,0
7478,42,10678008,Delhi,2BHK,Buy,27,8,1,1
7479,41,9870445,Delhi,3BHK,Buy,17,1,1,0
7480,52,6308783,Pune,3BHK,Buy,22,3,0,0
7481,43,13591765,Bangalore,1BHK,Buy,22,6,1,1
7482,33,2920638,Pune,1BHK,Rent,7,8,1,0
7483,25,3814931,Bangalore,2BHK,Buy,7,7,0,0
7484,24,4664639,Bangalore,2BHK,Buy,26,3,1,0
7485,48,6795684,Mumbai,1BHK,Buy,11,6,1,1
7486,34,2387069,Mumbai,2BHK,Buy,16,1,1,0
7487,28,3855121,Pune,1BHK,Rent,4,8,0,0
7488,29,2718954,Pune,3BHK,Rent,16,9,0,0
7489,55,7863270,Pune,1BHK,Rent,5,9,0,0
7490,57,12666259,Delhi,1BHK,Buy,19,4,1,1
7491,41,10863441,Delhi,1BHK,Rent,22,4,1,1
7492,38,14398586,Delhi,3BHK,Rent,29,7,1,1
7493,53,6110891,Delhi,2BHK,Buy,14,7,0,1
7494,28,8267985,Delhi,2BHK,Buy,7,6,0,0
7495,37,9011391,Mumbai,2BHK,Rent,9,7,1,0
7496,51,8895481,Bangalore,1BHK,Rent,25,1,1,0
7497,54,12370977,Delhi,1BHK,Buy,28,9,1,1
7498,26,5661632,Pune,2BHK,Buy,13,6,0,1
7499,42,2227894,Bangalore,3BHK,Buy,16,8,1,0
7500,34,3061449,Delhi,3BHK,Rent,21,5,1,0
7501,23,12611572,Delhi,3BHK,Buy,4,7,1,0
7502,32,4965632,Mumbai,3BHK,Rent,7,3,0,0
7503,56,14546303,Mumbai,1BHK,Rent,3,1,1,0
7504,32,13033509,Mumbai,2BHK,Rent,20,7,0,1
7505,22,12899686,Delhi,3BHK,Buy,15,5,0,1
7506,22,7197296,Mumbai,1BHK,Rent,25,1,1,0
7507,35,14596360,Delhi,1BHK,Rent,21,9,0,1
7508,43,13083206,Bangalore,1BHK,Rent,26,9,0,1
7509,49,10888208,Bangalore,2BHK,Rent,14,6,1,1
7510,37,13995490,Delhi,1BHK,Buy,7,9,0,0
7511,52,11356911,Pune,2BHK,Rent,18,7,1,1
7512,27,12456548,Delhi,2BHK,Buy,25,8,1,1
7513,50,13759411,Bangalore,2BHK,Buy,5,2,1,0
7514,48,8989823,Bangalore,2BHK,Rent,21,2,1,0
7515,34,14648382,Delhi,1BHK,Rent,20,4,0,1
7516,50,3593603,Delhi,1BHK,Buy,8,1,0,0
7517,37,10210518,Delhi,1BHK,Buy,27,8,0,1
7518,52,3368906,Bangalore,3BHK,Buy,20,5,1,0
7519,26,4123699,Pune,3BHK,Buy,18,7,1,0
7520,44,3920831,Delhi,2BHK,Rent,21,2,0,0
7521,26,4803943,Bangalore,2BHK,Rent,19,5,1,0
7522,47,2942980,Delhi,2BHK,Rent,20,9,1,0
7523,38,9025227,Bangalore,2BHK,Rent,3,9,0,0
7524,44,2797118,Delhi,2BHK,Buy,23,2,0,0
7525,57,14731520,Bangalore,3BHK,Buy,6,2,1,0
7526,44,7539086,Delhi,2BHK,Rent,18,5,1,1
7527,58,12271832,Mumbai,1BHK,Rent,27,3,1,0
7528,54,10282577,Delhi,2BHK,Rent,15,1,0,0
7529,35,9633829,Bangalore,1BHK,Buy,14,1,1,0
7530,31,5691689,Delhi,1BHK,Rent,24,5,0,1
7531,42,12627199,Pune,1BHK,Buy,21,3,0,0
7532,44,13553965,Delhi,1BHK,Buy,22,9,0,1
7533,21,11033652,Delhi,2BHK,Buy,8,3,1,0
7534,38,9975961,Delhi,2BHK,Buy,11,3,0,0
7535,32,7200444,Pune,2BHK,Rent,11,3,0,0
7536,48,6659710,Pune,2BHK,Buy,12,1,0,0
7537,27,12772967,Pune,2BHK,Buy,16,3,1,0
7538,43,13815802,Mumbai,3BHK,Rent,7,5,0,0
7539,41,6934210,Pune,1BHK,Rent,27,8,1,1
7540,54,6703157,Mumbai,1BHK,Buy,3,7,1,0
7541,31,2422994,Delhi,3BHK,Rent,2,4,1,0
7542,42,5510251,Mumbai,3BHK,Rent,3,4,0,0
7543,55,10139115,Delhi,2BHK,Buy,8,4,0,0
7544,49,6875630,Mumbai,2BHK,Rent,20,8,1,1
7545,48,11184315,Pune,1BHK,Buy,8,8,0,0
7546,38,7288486,Pune,2BHK,Buy,4,2,1,0
7547,34,2001658,Mumbai,1BHK,Rent,23,7,1,0
7548,38,4322723,Mumbai,2BHK,Rent,13,5,1,0
7549,48,11844648,Pune,2BHK,Rent,22,2,1,0
7550,44,9489305,Delhi,1BHK,Buy,26,3,0,0
7551,28,9061964,Delhi,3BHK,Rent,17,7,0,1
7552,28,14541731,Delhi,3BHK,Buy,29,6,0,1
7553,24,3850007,Delhi,2BHK,Rent,27,6,0,0
7554,47,7494655,Bangalore,3BHK,Buy,24,7,1,1
7555,56,10657128,Delhi,2BHK,Rent,22,6,1,1
7556,25,11751001,Bangalore,3BHK,Buy,18,2,0,0
7557,53,13275668,Bangalore,3BHK,Rent,5,8,1,0
7558,54,4604878,Pune,1BHK,Rent,12,7,0,0
7559,50,9169157,Pune,3BHK,Rent,2,6,1,0
7560,28,10073386,Mumbai,2BHK,Rent,10,5,1,0
7561,59,13466142,Delhi,1BHK,Rent,7,6,0,0
7562,46,4719771,Delhi,3BHK,Buy,15,3,1,0
7563,57,13948167,Pune,1BHK,Buy,27,2,1,0
7564,54,13021212,Pune,3BHK,Rent,26,9,0,1
7565,27,7966800,Pune,2BHK,Buy,22,1,0,0
7566,48,11597815,Mumbai,2BHK,Buy,7,2,0,0
7567,59,14908024,Delhi,1BHK,Rent,15,1,1,0
7568,59,7907287,Mumbai,3BHK,Rent,16,8,1,1
7569,48,7446075,Bangalore,3BHK,Buy,22,4,1,1
7570,34,14458417,Bangalore,1BHK,Buy,26,6,0,1
7571,58,7719267,Delhi,1BHK,Rent,1,5,1,0
7572,24,11941500,Pune,2BHK,Rent,15,8,0,1
7573,38,3707806,Pune,1BHK,Rent,3,7,1,0
7574,45,13044142,Mumbai,3BHK,Buy,10,1,1,0
7575,27,4414625,Bangalore,1BHK,Rent,16,8,1,0
7576,58,5810305,Bangalore,2BHK,Buy,2,4,0,0
7577,48,7226857,Delhi,1BHK,Rent,17,7,1,1
7578,25,7588162,Bangalore,3BHK,Rent,1,3,1,0
7579,23,5851910,Pune,1BHK,Buy,4,2,0,0
7580,51,9268498,Pune,1BHK,Rent,11,1,1,0
7581,40,5571033,Pune,1BHK,Buy,17,5,1,1
7582,39,13354510,Delhi,2BHK,Buy,2,3,1,0
7583,31,2161101,Mumbai,2BHK,Buy,1,3,0,0
7584,23,4700463,Bangalore,2BHK,Rent,29,8,1,0
7585,43,2838394,Delhi,2BHK,Rent,28,1,1,0
7586,27,13909517,Mumbai,3BHK,Rent,28,2,0,0
7587,43,7854769,Delhi,3BHK,Buy,6,1,0,0
7588,27,2469596,Bangalore,2BHK,Rent,11,7,1,0
7589,54,3133435,Pune,2BHK,Rent,4,4,0,0
7590,39,13580293,Mumbai,2BHK,Rent,24,3,1,0
7591,29,14403632,Mumbai,1BHK,Rent,11,3,0,0
7592,38,6058518,Delhi,3BHK,Rent,5,3,1,0
7593,45,7024475,Delhi,1BHK,Buy,10,2,0,0
7594,34,14883789,Pune,2BHK,Rent,5,5,0,0
7595,45,4666829,Delhi,3BHK,Rent,27,1,1,0
7596,39,14743699,Bangalore,2BHK,Rent,27,5,0,1
7597,59,10034508,Bangalore,1BHK,Buy,24,8,0,1
7598,35,5595195,Bangalore,3BHK,Rent,27,7,0,1
7599,36,7173602,Bangalore,1BHK,Buy,26,3,0,0
7600,47,4114732,Pune,3BHK,Buy,22,9,1,0
7601,30,14960956,Pune,2BHK,Rent,22,7,1,1
7602,24,8685495,Pune,3BHK,Buy,3,1,1,0
7603,39,7501953,Delhi,1BHK,Buy,29,6,1,1
7604,48,2223080,Pune,1BHK,Buy,6,4,0,0
7605,41,5549551,Mumbai,1BHK,Rent,26,6,0,1
7606,34,8898199,Mumbai,1BHK,Buy,13,3,1,0
7607,53,7617564,Mumbai,2BHK,Rent,16,5,0,1
7608,30,5099586,Delhi,1BHK,Rent,7,3,0,0
7609,39,4473836,Delhi,2BHK,Buy,18,7,0,0
7610,50,9285315,Pune,3BHK,Buy,3,5,0,0
7611,42,14311921,Bangalore,1BHK,Buy,6,4,1,0
7612,23,4764481,Mumbai,3BHK,Rent,10,7,0,0
7613,57,9095221,Delhi,3BHK,Rent,16,7,1,1
7614,38,4567604,Mumbai,2BHK,Buy,25,9,0,0
7615,31,5535054,Pune,1BHK,Buy,13,3,1,0
7616,22,9045663,Delhi,2BHK,Rent,25,8,1,1
7617,32,11186985,Bangalore,1BHK,Rent,24,7,1,1
7618,26,4143678,Bangalore,3BHK,Rent,24,9,1,0
7619,49,13057765,Delhi,2BHK,Buy,9,2,1,0
7620,50,13986978,Bangalore,1BHK,Buy,27,6,0,1
7621,22,7999410,Pune,3BHK,Rent,16,5,0,1
7622,29,5360966,Bangalore,2BHK,Rent,11,3,0,0
7623,22,8801196,Mumbai,2BHK,Buy,9,7,1,0
7624,49,9577676,Mumbai,2BHK,Rent,10,5,0,0
7625,53,5498352,Mumbai,2BHK,Buy,11,6,1,1
7626,30,3530688,Delhi,3BHK,Rent,29,4,1,0
7627,54,13219469,Delhi,3BHK,Rent,25,7,1,1
7628,28,11421148,Delhi,3BHK,Rent,21,7,1,1
7629,57,5281401,Delhi,3BHK,Rent,22,5,1,1
7630,53,8042242,Delhi,1BHK,Buy,15,7,1,1
7631,26,9868653,Pune,3BHK,Rent,21,7,1,1
7632,39,14260631,Delhi,2BHK,Rent,13,8,0,1
7633,52,13654720,Bangalore,2BHK,Buy,17,1,1,0
7634,47,11226377,Pune,2BHK,Buy,4,4,1,0
7635,21,12919180,Delhi,2BHK,Buy,11,1,0,0
7636,53,4117347,Bangalore,1BHK,Rent,29,3,0,0
7637,52,13955400,Pune,2BHK,Buy,1,8,0,0
7638,25,6807821,Mumbai,2BHK,Rent,28,7,0,1
7639,37,12598025,Pune,2BHK,Buy,1,3,1,0
7640,28,9600807,Delhi,3BHK,Rent,3,4,0,0
7641,54,7414806,Pune,3BHK,Buy,23,2,0,0
7642,29,14422754,Pune,1BHK,Buy,15,2,1,0
7643,43,13847478,Mumbai,1BHK,Buy,1,5,0,0
7644,55,12684222,Pune,1BHK,Rent,23,2,0,0
7645,27,11730886,Pune,2BHK,Rent,26,7,1,1
7646,35,3837993,Mumbai,1BHK,Buy,26,1,1,0
7647,40,5993954,Delhi,3BHK,Rent,29,9,0,1
7648,45,2043585,Bangalore,3BHK,Rent,16,1,1,0
7649,23,7458766,Pune,3BHK,Rent,17,1,1,0
7650,44,6496712,Mumbai,2BHK,Rent,9,9,1,0
7651,54,8717998,Pune,2BHK,Rent,5,7,0,0
7652,42,12413949,Delhi,1BHK,Buy,29,4,0,1
7653,31,14092646,Delhi,1BHK,Rent,6,3,1,0
7654,28,13943219,Mumbai,1BHK,Buy,15,5,1,1
7655,59,12089617,Bangalore,1BHK,Buy,28,2,1,0
7656,55,2927510,Bangalore,2BHK,Buy,9,6,0,0
7657,58,14916875,Pune,3BHK,Rent,27,6,0,1
7658,28,2438292,Mumbai,2BHK,Rent,3,1,0,0
7659,57,3248509,Bangalore,1BHK,Buy,19,9,0,0
7660,47,9043135,Delhi,2BHK,Buy,21,1,0,0
7661,48,13977945,Bangalore,3BHK,Buy,13,6,0,1
7662,54,2756701,Mumbai,2BHK,Buy,13,7,1,0
7663,52,9745665,Delhi,3BHK,Rent,23,8,0,1
7664,35,8453828,Pune,1BHK,Buy,3,2,0,0
7665,37,8252446,Delhi,2BHK,Buy,20,8,0,1
7666,53,14306165,Bangalore,1BHK,Rent,14,2,1,0
7667,36,11146947,Bangalore,1BHK,Buy,2,2,1,0
7668,49,3361349,Bangalore,3BHK,Rent,25,9,1,0
7669,29,9760854,Pune,3BHK,Buy,10,7,1,0
7670,53,3612780,Bangalore,1BHK,Rent,9,8,1,0
7671,49,2061330,Mumbai,3BHK,Rent,13,1,1,0
7672,33,13279743,Pune,3BHK,Rent,11,6,1,1
7673,41,8275178,Delhi,1BHK,Buy,2,1,1,0
7674,41,2363116,Bangalore,1BHK,Rent,16,5,0,0
7675,25,3430343,Mumbai,3BHK,Buy,5,2,0,0
7676,30,4472512,Mumbai,1BHK,Rent,1,9,0,0
7677,26,6179077,Pune,1BHK,Rent,8,3,0,0
7678,33,8618991,Mumbai,3BHK,Rent,22,7,1,1
7679,21,9707133,Pune,2BHK,Buy,16,2,0,0
7680,40,7890714,Pune,2BHK,Rent,14,4,0,1
7681,28,14445774,Pune,1BHK,Rent,26,3,0,0
7682,30,2587699,Delhi,3BHK,Rent,26,1,0,0
7683,29,2764797,Delhi,1BHK,Rent,2,6,0,0
7684,23,13607521,Mumbai,3BHK,Buy,18,5,1,1
7685,31,14567039,Delhi,1BHK,Buy,26,6,0,1
7686,32,7899128,Pune,1BHK,Rent,21,1,1,0
7687,30,6695039,Pune,3BHK,Rent,7,8,1,0
7688,45,6321878,Delhi,1BHK,Rent,25,4,1,1
7689,45,5858223,Mumbai,2BHK,Rent,25,7,0,1
7690,31,3078000,Pune,2BHK,Buy,12,8,1,0
7691,56,13575895,Delhi,3BHK,Rent,15,3,0,0
7692,59,6705230,Bangalore,1BHK,Rent,27,4,0,1
7693,46,2248290,Mumbai,2BHK,Buy,22,9,0,0
7694,34,11710403,Mumbai,3BHK,Rent,2,9,1,0
7695,59,10043364,Mumbai,3BHK,Rent,22,7,0,1
7696,21,3558544,Bangalore,3BHK,Buy,17,3,0,0
7697,24,14855006,Pune,2BHK,Rent,27,4,1,1
7698,50,5806501,Mumbai,2BHK,Buy,11,7,1,1
7699,32,4619189,Delhi,2BHK,Rent,29,6,0,0
7700,55,8358234,Mumbai,2BHK,Buy,2,6,1,0
7701,33,14350853,Delhi,1BHK,Buy,28,4,1,1
7702,51,11914245,Mumbai,2BHK,Rent,19,8,1,1
7703,58,5504179,Delhi,3BHK,Rent,5,9,0,0
7704,43,11267214,Delhi,1BHK,Rent,26,7,1,1
7705,24,3098168,Delhi,2BHK,Rent,17,8,0,0
7706,36,12703983,Bangalore,1BHK,Buy,16,2,0,0
7707,27,11625589,Bangalore,3BHK,Rent,28,4,0,1
7708,42,4629479,Bangalore,2BHK,Rent,26,3,0,0
7709,49,4236422,Pune,1BHK,Rent,13,6,0,0
7710,31,12651186,Delhi,2BHK,Buy,13,2,1,0
7711,53,8013753,Pune,1BHK,Buy,13,7,0,1
7712,49,7508848,Bangalore,1BHK,Buy,5,8,0,0
7713,59,12274036,Delhi,3BHK,Buy,5,4,0,0
7714,32,4100588,Pune,3BHK,Buy,20,8,1,0
7715,27,9957870,Bangalore,2BHK,Rent,19,8,0,1
7716,59,6890521,Pune,2BHK,Rent,7,3,1,0
7717,46,9356089,Pune,1BHK,Rent,11,1,1,0
7718,29,6719902,Bangalore,3BHK,Buy,23,3,1,0
7719,54,12206313,Delhi,3BHK,Rent,1,1,0,0
7720,33,8022156,Mumbai,1BHK,Buy,7,2,0,0
7721,56,5736029,Mumbai,3BHK,Buy,3,8,0,0
7722,45,2846454,Pune,3BHK,Buy,13,4,1,0
7723,44,4761418,Pune,1BHK,Buy,3,9,0,0
7724,37,7908108,Pune,2BHK,Buy,6,7,0,0
7725,22,4639986,Delhi,2BHK,Rent,22,3,1,0
7726,33,9937175,Pune,2BHK,Rent,27,1,0,0
7727,51,7240888,Pune,1BHK,Rent,29,1,1,0
7728,49,4654589,Pune,2BHK,Rent,15,1,0,0
7729,48,5344181,Bangalore,1BHK,Buy,4,3,0,0
7730,47,9632034,Mumbai,1BHK,Rent,5,5,1,0
7731,35,7288210,Mumbai,3BHK,Rent,3,8,1,0
7732,51,13511478,Bangalore,3BHK,Buy,19,8,0,1
7733,35,3827916,Delhi,2BHK,Buy,25,2,0,0
7734,53,2714564,Delhi,1BHK,Buy,21,9,0,0
